0,09;0,029;0,609;0,745;0,602;1,876;2,907
0,006;0,91;-0,035;0,135;-0,084;0,517;1,023
-0,541;0,244;0,099;-0,008;-0,632;2,982;3,192
-0,043;0,931;-0,171;-0,254;-0,683;-0,938;-0,58
0,065;0,915;-0,314;-0,366;-0,362;-0,521;0,059
-0,028;-0,104;0,045;-0,2;-0,776;-0,253;-0,238
-0,551;-0,016;0,4;-0,077;-0,655;-0,059;0,553
-0,049;0,318;-0,202;-0,714;-0,767;-0,485;-0,95
-0,456;0,55;-0,314;-0,431;-0,543;0,14;0,285
0,214;0,318;0,439;0,126;-0,023;-1,2;-1,19
-0,108;0,349;0,397;0,223;-0,157;0,06;0,424
0,45;0,277;0,628;0,274;-0,435;0,645;0,042
0,16;0,43;-0,188;-0,09;-0,135;0,222;0,157
-0,224;0,151;0,163;-0,125;-0,245;1,027;0,999
-0,329;0,215;0,257;-0,212;-0,597;0,46;0,802
-0,044;0,764;0,061;0,128;-0,184;-0,378;0,705
0,421;0,613;0,038;0,35;-0,216;-0,487;0,354
0,151;0,272;0,065;0,238;0,046;-0,544;-0,275
-0,156;-0,327;-0,027;-0,138;-0,348;-0,072;-0,083
-0,065;-0,101;0,564;0,348;0,176;0,114;-0,497
-0,665;-0,724;0,419;0,505;0,499;1,53;1,755
-0,619;-1,682;-0,043;-0,37;-0,767;0,75;0,903
0,343;0,218;0,229;0,292;0,215;0,546;0,168
-0,196;-0,293;0,007;0,273;0,038;0,218;-0,116
-0,562;-0,748;-0,243;0,358;-0,176;1,476;0,853
-0,538;-0,316;0,39;0,781;0,389;1,649;1,498
-0,005;0,455;0,008;0,269;0,034;-0,224;-0,411
0,048;0,456;0,127;0,02;-0,384;-0,477;-1,092
-0,26;-0,45;0,229;0,133;-0,29;0,384;0,405
-0,111;0,933;-0,702;0,124;0,177;1,929;1,806
0,224;0,274;-0,002;-0,211;-0,76;-1,524;-2,145
-0,201;-0,053;-0,083;-0,122;-0,556;0,252;1,593
0,049;0,105;0,65;1,31;0,917;2,401;1,715
-0,11;0,399;-0,082;0,218;-0,087;0,508;0,038
0,155;0,181;0,586;0,563;-0,076;1,057;0,605
-0,013;0,322;0,346;0,381;-0,187;-0,191;-0,26
0,044;0,624;0,305;1,246;1,911;3,802;3,313
-0,154;0,049;0,481;0,264;-0,456;0,259;0,198
-0,47;0,395;0,046;0,28;-0,387;0,505;0,825
0,106;0,293;-0,373;-0,264;-0,485;-1,24;-1,314
-0,079;0,15;-0,406;-0,247;-0,213;-0,526;-0,093
0,123;0,235;0,174;-0,257;-0,699;-1,551;-1,801
0,166;0,007;0,095;-0,071;-0,664;-0,035;-0,088
0,027;0,286;0,412;0,282;-0,062;-0,168;-0,554
-0,171;0,365;-0,016;-0,078;-0,534;-0,088;0,07
0,235;0,591;-0,087;-0,054;-0,133;-0,113;0,001
-0,689;-0,028;0,132;-0,258;-1,18;0,59;0,101
0,07;0,322;0,219;-0,023;-0,194;2,018;2,797
0,371;0,433;0,034;0,201;-0,318;-0,127;-0,63
0,006;0,136;0,399;-0,032;-0,297;1,098;1,071
0,102;0,26;0,366;0,344;0,089;1,393;1,108
0,165;0,511;0,033;0,108;-0,048;0,046;0,533
-0,923;0,187;0,271;-0,19;-1,767;1,135;0,518
0,252;0,531;0,254;0,299;-0,019;-0,412;-0,053
0,252;0,392;0,555;-0,369;-0,545;-1,103;-0,719
-0,209;0,955;-0,148;-0,186;-0,554;-0,509;0,013
-0,014;0,769;-0,407;0,095;-0,125;0,624;0,208
-0,163;0,825;-0,131;0,321;0,212;0,351;-0,304
0,067;0,111;0,487;0,287;0,208;-0,446;-1,147
-0,27;-0,228;0,066;-0,178;-0,642;-0,183;-0,657
-0,167;-0,177;-0,408;-0,229;-0,371;0,229;0,135
-0,202;-0,175;0,047;0,084;-0,127;0,673;-0,067
0,066;-0,071;-0,018;0,866;1,106;2,585;2,411
-0,356;-0,409;0,395;1,289;1,259;3,01;1,914
-0,202;-0,265;0,104;0,202;0,137;1,046;0,467
0,051;0,276;0,578;0,413;0,058;-1,389;-1,598
0,101;-0,14;-0,06;-0,072;-0,317;-1,953;-2,286
0,16;-0,078;-0,02;-0,051;-0,318;-1,736;-2,278
-0,068;0,027;-0,07;0,093;-0,126;0,347;-0,222
-0,088;-0,034;-0,16;0,007;-0,151;0,364;0,35
-0,266;1,074;-0,015;0,214;-0,02;0,207;0,423
-0,372;-0,303;-0,167;0,034;-0,325;0,554;0,136
-0,531;0,292;-0,367;-0,389;-0,576;0,312;0,247
-0,187;0,71;0,004;-0,057;-0,6;0,185;-0,313
-0,326;0,188;0,345;0,269;-0,31;0,369;0,215
-0,605;0,245;-0,435;-0,053;-0,613;0,466;0,009
-0,536;0,123;-0,487;-0,222;-0,703;0,111;-0,61
0,07;0,354;-0,162;0,036;-0,476;-0,295;0,158
-0,176;0,3;-0,469;-0,212;-0,602;-0,059;-0,028
-0,254;0,218;-0,393;-0,428;-1,026;0,552;0,227
-0,738;-0,18;0,387;0,371;0,181;3,148;1,985
-0,133;-0,09;-0,072;-0,053;-0,253;0,738;0,475
-0,23;-0,222;0,342;-0,105;-0,6;0,58;0,299
0,059;0,241;-0,017;-0,039;-0,217;-0,782;-0,449
-0,121;-0,152;0,15;-0,201;-0,231;0,2;-0,167
0,3;0,114;0,073;-0,26;-0,482;-0,426;-0,252
0,035;-0,069;0,156;-0,07;-0,491;-0,146;0,105
0,041;0,402;-0,316;-0,333;-0,325;0,545;0,247
0,056;-0,009;0,053;-0,303;-0,444;-0,525;-0,423
0,334;0,196;0,597;0,151;0,055;-0,424;-0,344
-0,13;0,394;0,063;-0,045;-0,198;1,849;1,321
-0,358;0,138;1,14;0,813;0,121;2,018;1,495
0,244;0,759;-0,071;0,025;-0,098;0,004;0,211
0,021;0,497;-0,041;0,08;0;-0,285;-0,257
-0,059;0,164;0,009;-0,193;-0,583;0,204;0,572
-0,028;0,224;0,5;-0,136;-0,158;0,076;0,037
0,163;0,478;0,242;0,05;0,099;-0,072;0,08
0,029;0,331;-0,28;-0,336;-0,387;-0,571;-0,83
-0,227;-0,286;0,272;0,045;-0,136;0,378;-0,751
-0,345;-0,018;-0,41;-0,107;-0,425;-0,108;-0,336
-0,212;-0,233;0,141;0,067;0,037;0,376;0,205
0,212;0,593;0,828;1,012;1,296;-0,09;-0,468
-0,445;-0,555;0,07;0,254;0,034;0,93;0,156
-0,414;-0,285;-0,023;0,096;-0,001;0,862;-0,075
-0,278;-0,335;-0,077;0,137;-0,198;1,13;0,482
0,193;-0,029;-0,498;-0,267;-0,597;-0,867;-1,578
-0,435;-0,959;-0,127;0,185;-0,123;1,126;0,636
0,245;-0,132;0,055;-0,558;-0,696;-1,31;-1,667
-0,164;-0,327;-0,135;-0,139;-0,265;-0,541;-0,417
-0,181;-0,542;-0,05;0,184;0,015;-0,08;0,282
-1,019;-2,438;-0,128;-0,19;-0,565;0,569;-0,096
-0,127;-0,337;-0,035;0,027;-0,326;-0,195;-0,561
-0,167;-0,611;-0,438;-0,258;-0,223;0,273;0,115
-0,034;0,072;0,104;-0,058;-0,105;0,264;-0,273
-0,183;-0,402;-0,526;-0,292;-0,669;0,373;-0,242
0,249;0,174;-0,18;-0,029;-0,059;-0,329;1,851
0,104;0,034;-0,15;-0,324;-0,443;-0,502;-0,563
0,189;0,352;0,104;0,319;0,445;0,187;0,307
-0,231;-1,676;0,364;0,394;-0,032;0,856;0,585
0,147;0,748;0,112;0,258;-0,038;-0,1;0,118
-0,818;-2,561;0,264;-0,196;-1,032;0,744;0,453
-0,305;-0,811;-0,12;-0,274;-0,555;0,712;0,348
0,043;0,151;0,06;0,129;-0,131;0,55;0,514
0,206;0,088;0,83;0,199;-0,088;-0,856;-1,239
-0,369;-1,645;0,564;0,352;0,024;1,156;0,94
-0,262;-0,224;-0,16;-0,34;-0,467;0,799;0,757
-0,54;0,649;-0,494;-0,613;-0,523;0,569;0,421
0,156;0,646;-0,087;0,024;0,036;0,334;0,47
-0,142;0,009;0,742;0,29;-0,157;0,84;0,122
-0,061;0,365;-0,455;-0,909;-1,133;-1,448;-1,496
-0,091;1,04;-0,086;-0,101;-0,079;-0,042;0,03
-0,116;1,72;0,361;0,082;0,257;0,412;1,946
-0,034;1,16;-0,186;-0,005;-0,085;-0,367;-0,006
-0,972;-0,041;0,107;-0,371;-1,118;1,147;0,5
-0,58;-0,224;0,164;-0,513;-1,159;0,709;0,591
-0,02;0,803;-0,029;-0,12;0,006;0,738;0,226
-0,274;1,018;-0,193;-0,173;-0,276;-0,162;0,01
0,209;0,948;0,147;0,034;-0,153;-0,426;-0,339
-0,032;0,997;-0,02;-0,218;-0,565;-0,65;-0,24
-0,317;-0,198;-0,19;0,24;0,136;1,754;1,465
-0,013;1,149;-0,302;-0,025;0,063;0,013;-0,091
-0,223;0,011;-0,013;-0,461;-0,504;-0,308;-0,105
-0,012;0,544;-0,26;0,278;0,203;-0,202;0,415
-0,189;-0,11;-0,37;0,085;-0,142;0,122;-0,128
-0,222;0,078;-0,105;-0,043;-0,19;-0,051;-0,051
-0,488;0,076;-0,138;-0,273;-0,526;0,017;-0,399
-0,498;0,142;-0,526;-0,282;-0,271;0,021;-0,334
-0,201;-0,129;0,173;0,237;0,228;1,002;0,064
0,126;0,105;0,086;0,557;0,784;1,838;1,613
-0,17;-0,52;0,032;0,303;-0,109;0,686;-0,073
-0,177;0,117;-0,074;0;0,036;0,344;-0,174
-0,255;-0,268;-0,088;0,31;0,365;0,014;0,661
0,082;-0,045;-0,343;-0,168;-0,201;-0,222;-0,405
0,001;0,194;-0,298;0,152;0,029;0,24;0,615
-0,061;0,389;-0,251;-0,101;-0,248;-0,196;-0,191
-0,088;0,644;-0,136;-0,064;-0,31;-0,103;-0,045
-0,006;0,101;-0,102;-0,053;-0,166;-0,263;-0,001
0,023;0,373;-0,047;0,068;-0,045;-0,048;0,232
0,154;0,203;0,2;0,083;-0,152;-0,296;-0,397
0,192;0,215;0,073;-0,262;-0,449;-1,538;-1,321
0,048;0,721;-0,205;-0,078;-0,363;-1,377;-1,056
-0,139;0,996;0,203;0,213;-0,151;0,445;0,844
-0,022;0,435;-0,269;-0,073;-0,304;-0,073;0,002
0,225;0,539;0,017;0,118;-0,032;-0,27;0,389
0,172;0,215;0,068;-0,219;-0,313;-1,312;-1,366
0,18;0,718;0,109;0,104;0,066;-0,17;-0,32
-0,051;1,17;-0,438;-0,102;-0,167;-0,011;-0,286
-0,034;0,694;-0,112;0,184;0,121;0,798;0,927
-0,165;0,589;0,016;0,081;-0,402;-0,081;0,17
0,258;0,131;-0,214;-0,156;-0,263;-1,708;-1,657
0,234;0,361;-0,14;-0,154;-0,223;-1,241;-1,031
0,039;1,186;-0,12;0,012;-0,138;-0,54;-0,293
0,151;0,46;-0,114;0,051;-0,086;-0,164;-0,542
0,002;0,997;-0,189;-0,048;-0,333;-0,533;-0,188
0,024;0,979;-0,148;0,227;0,02;-0,053;0,099
0,135;0,78;-0,243;-0,119;-0,333;0,266;0,492
-0,021;0,364;0,086;0,066;-0,127;0,118;-0,025
-0,093;0,278;-0,165;-0,044;-0,429;-1,092;-0,813
0,029;-0,203;-0,16;0,719;0,852;2,062;1,082
0,312;0,409;0,42;0,653;0,529;0,646;0,392
-0,008;0,315;0,382;0,434;0,51;0,839;0,566
0,211;0,137;0,138;0,268;0,267;-0,557;-1,826
-0,01;0,444;-0,217;0,218;-0,057;-0,366;-0,021
-0,177;0,615;0,066;0,263;0,189;-0,114;0,037
0,109;0,042;0,243;-0,617;-0,779;-1,367;-2,05
0,06;0,202;-0,018;-0,258;-0,435;-0,434;-0,754
-0,026;0,369;0,115;-0,52;-0,764;-1,122;-1,55
-0,777;0,005;-0,572;-0,304;-0,396;1,336;1,27
-0,396;0,389;-0,345;-0,294;-0,396;-0,278;-0,608
-0,273;0,632;-0,504;-0,464;-0,589;0,609;0,339
-0,009;0,297;-0,041;0,055;-0,054;0,372;0,047
0,086;0,407;-0,057;0,12;0,115;0,21;1,175
-0,198;-0,319;0,159;0,178;-0,08;0,475;-0,013
-0,08;0,162;0,183;0,502;0,442;0,913;0,315
-0,048;0,396;-0,106;0,107;-0,06;-0,172;0,417
-0,069;0,068;0,089;-0,042;-0,19;0,638;1,373
-0,34;0,611;-0,445;-0,09;-0,258;0,069;0,843
0,145;0,162;0,344;0,254;-0,062;0,186;-0,444
-0,262;0,569;-0,081;0,04;-0,154;0,377;0,411
-0,033;0,734;-0,158;-0,006;0,084;0,25;-0,18
-0,328;1,063;-0,62;0,551;0,68;4,234;3,477
-0,236;0,208;-0,131;-0,39;-0,162;1,627;1,931
0,076;0,331;-0,13;-0,159;-0,103;0,232;0,246
-0,363;0,29;-1,384;-0,669;-0,229;1,018;1,346
0,052;-0,285;0,207;-0,212;-0,534;0,061;0,152
0,083;0,351;0,265;0,046;-0,118;0,046;-0,421
0,118;0,512;0,046;0,171;0,099;-0,076;0,059
-0,039;0,583;-0,003;-0,162;-0,137;0,485;0,796
-0,663;-0,041;-0,128;-0,701;-0,665;1,33;1,143
-0,43;0,552;-0,182;-0,334;-0,229;0,985;0,734
0,26;0,719;0,37;0,674;0,664;0,93;0,834
0,344;0,46;0,207;0,2;0,088;0,059;-0,802
-0,325;-0,151;0,355;-0,1;-0,23;0,84;0,48
-0,462;1,015;-0,215;-0,305;-0,4;1,457;1,841
-0,033;1,16;0,068;-0,2;-0,32;-0,629;-0,015
-0,407;0,394;-0,15;-0,046;-0,187;1,068;1,165
-0,395;1,129;-0,393;-0,202;-0,588;-1,648;-1,295
-0,205;-0,062;-0,041;-0,042;0,086;-0,075;-0,129
-0,045;0,137;0,106;0,223;0,576;0,606;0,414
-0,381;-0,054;-0,592;-0,207;-0,406;-0,197;-0,028
-0,076;0,286;0,365;0,331;0,287;0,161;-0,355
-0,078;-0,002;0,476;0,485;0,059;-0,121;-0,176
-0,1;0,035;-0,217;-0,034;-0,346;0,151;-0,006
0,143;0,115;0,273;0,405;0,3;0,163;-0,682
-0,097;-0,092;-0,188;-0,064;-0,224;-0,363;-0,751
-0,242;-0,097;0,086;0,335;0,018;0,687;0,159
-0,186;-0,566;0,201;0,079;-0,07;0,654;0,437
0,096;0,265;-0,025;0,224;0,511;2,494;2,108
-0,063;-0,094;0,334;-0,013;-0,095;0,535;0,27
0,243;0,214;0,159;1,255;1,253;2,187;1,594
-0,763;-0,816;0,461;0,27;-0,27;0,874;1,126
-0,081;-0,105;0,134;0,027;-0,379;0,299;0,383
-0,034;-0,215;0,175;0,248;-0,003;0,637;0,444
-0,372;-0,003;0,258;-0,022;-0,142;-0,482;-0,078
-0,283;-0,373;-0,126;0,329;0,106;1,318;2,056
-0,017;-0,312;-0,067;-0,06;-0,32;0,249;-0,06
-0,07;0,009;0,431;0,332;0,048;0,406;0,069
-0,253;-0,395;-0,426;-0,195;-0,229;0,122;-0,13
-0,043;0,001;-0,231;0,042;-0,004;0,858;0,198
-0,931;-1,134;0,487;0,144;-0,73;1,263;0,546
0,05;-0,273;0,34;-0,441;-0,511;0,059;-0,651
-0,458;-0,899;-0,012;0,296;0,044;1,025;0,309
-0,244;0,138;-0,075;0,039;0,678;0,407;1,079
-0,184;-0,532;-0,038;-0,225;-0,693;0,262;0,061
-0,059;-0,314;0,21;-0,162;-0,738;0,462;0,265
-0,565;-0,792;-0,067;-0,515;-1,105;1,049;0,581
0,193;0,147;-0,423;-0,672;-0,978;-2,502;-2,322
-0,198;-1,024;0,368;0,155;0,175;0,525;0,033
-0,569;-0,034;0,301;-0,049;0,153;2,154;1,878
-0,002;0,046;0,046;-0,193;-0,216;0,367;0,205
-0,04;0,146;0,2;-0,104;-0,752;0,39;0,187
-0,042;0,525;-0,134;0,137;-0,126;-0,067;0,069
0,007;0,137;0,288;0,413;0,461;1,151;0,724
0,023;0,625;-0,157;0,177;-0,141;-0,702;-0,321
0,311;0,173;0,113;-0,212;-0,428;-0,131;-0,517
0,049;0,136;0,044;-0,159;-0,26;0,808;0,722
-0,152;0,115;0,666;-0,104;-0,408;0,535;0,138
0,08;0,088;0,157;0,176;0,164;0,021;-0,518
-0,355;0,052;-0,329;-0,552;-0,059;0,325;0,078
-0,031;0,207;0,338;0,548;0,312;0,208;-0,052
-0,151;0,092;0,037;0,231;-0,052;0,86;0,337
0,08;0,13;0,326;0,404;0,251;0,527;-0,333
0,177;0,151;0,353;-0,069;-0,393;-0,361;-0,787
0,033;0,043;-0,073;0,393;0,214;0,337;0,816
0,03;0,055;-0,265;0,108;0,181;1,289;2,058
-1,755;-0,317;;-0,695;-0,973;1,317;1,178
-0,245;-0,144;-0,539;0,05;-0,288;0,612;0,384
-0,169;-0,336;0,056;-0,671;-0,96;0,454;0,667
-0,051;-0,031;-0,358;-0,009;-0,413;0,334;0,87
-0,178;-0,142;-0,009;-0,002;-0,265;0,397;0,25
-0,791;-0,789;0,383;0,286;0,312;0,994;0,991
-0,774;-0,454;0,262;-0,283;-0,975;0,91;1,461
-0,144;0,37;-0,304;1,111;0,934;2,736;2,879
-0,272;-0,239;0,256;-0,007;-0,455;0,613;0,25
-0,611;-0,87;0,241;0,116;-0,797;1,085;0,222
-0,074;-0,036;-0,375;-0,262;-0,41;0,373;0,138
-0,38;-0,898;-0,918;-0,465;-0,573;0,696;0,58
-0,063;-0,098;-0,608;-0,223;-0,05;0,19;0,099
0,016;0,132;0,301;0,64;0,73;2,783;1,722
-0,654;-1,122;-0,06;0,016;-0,074;1,28;0,988
-0,051;-0,081;0,692;0,376;0,337;0,765;0,136
0,046;0,017;0,368;0,09;0,145;0,772;0,406
-0,323;-0,566;0,427;0,084;0,415;1,055;0,666
0,002;-0,125;-0,101;-0,228;-0,246;0,388;0,16
-0,26;-0,571;0,44;-0,071;-1,167;0,337;-0,019
-0,048;-0,047;0,07;0,077;0,235;1,884;1,339
0,031;0,181;0,194;-0,02;0,1;0,343;0,002
0,089;0,198;-0,364;-0,022;-0,111;-0,106;-0,453
0,069;-0,149;0,218;-0,709;-0,67;0,083;-0,519
-1,201;-1,008;0,386;-0,28;-0,282;;0,869
-0,493;-0,463;0,501;0,065;-0,672;2,283;0,672
-0,167;0,097;-0,265;0,099;-0,088;2,584;1,297
-0,528;-0,041;-0,022;-0,149;-0,48;2,213;0,315
0,023;0,273;-0,41;-0,011;-0,261;0,716;0,122
-0,469;-0,374;0,41;-0,321;-0,616;1,297;0,512
-0,186;-0,378;-0,107;-0,332;-0,537;1,19;0,968
0,167;0,282;-0,042;-0,034;-0,026;-0,046;-0,104
0,05;0,231;-0,046;-0,083;0,046;-0,369;-0,207
-0,061;0,098;0,043;-0,135;0,248;-0,182;0,2
-0,044;-0,129;0,14;0,817;0,66;1,957;1,086
-0,133;-0,004;-0,108;0,09;-0,361;0,375;0,222
-0,262;-0,069;0,332;0,205;0,029;0,666;0,682
-0,05;0,147;-0,013;-0,071;-0,187;-0,402;-0,314
-0,072;0,035;0,019;0,276;0,236;0,082;-0,073
0,053;-0,025;-0,045;0,263;0,705;-0,135;1,067
0,167;0,25;0,011;0,279;0,271;-0,539;-1,988
0,132;-0,056;-0,454;-0,875;-1,473;-1,489;-1,851
-0,434;-0,36;0,067;-0,09;-0,291;0,917;0,255
-0,104;-0,371;-0,28;0,169;-0,184;0,865;0,205
-1,025;-0,811;-0,195;-0,845;-1,406;0,737;0,68
-0,048;0,119;0,343;0,12;0,148;0,125;-0,351
0,145;0,252;-0,073;0,084;-0,076;-0,391;-0,035
-0,313;-0,04;-0,115;-0,189;0,497;0,365;-0,26
-0,005;-0,029;0,236;0,147;0,066;-0,124;-0,55
0,105;-0,115;0,01;-0,632;-0,567;-0,962;-0,05
-0,243;-0,217;-0,033;-0,123;-0,402;0,823;0,648
-0,179;-0,328;-0,223;-0,239;-0,474;0,199;-0,433
0,134;0,102;-0,282;-0,029;0,002;0,251;-0,394
-0,14;-0,127;-0,485;-0,608;-0,212;-0,098;-0,821
0,136;0,101;0,011;-0,117;-0,077;0,337;-0,15
-0,162;0,079;-0,558;-0,203;-0,154;1,777;0,936
0,506;0,178;0,033;-0,139;0,158;-1,375;-1,596
0,211;0,031;0,248;0,35;0,566;1,11;0,37
0,317;0,223;0,266;0,079;0,223;-0,426;-0,929
0,169;0,085;0,525;0,242;0,239;0,708;0,992
-0,032;-0,132;0,142;0,021;0,031;1,484;1,023
-0,495;-0,44;-0,108;-0,423;-1,033;1,163;0,376
-0,027;-0,146;0,134;0,292;-0,122;0,704;0,545
0,048;0,049;0,443;0,288;0,099;0,601;0,625
0,032;-0,073;0,334;0,101;-0,112;0,555;0,247
-0,043;0,097;0,108;0,317;-0,066;0,245;0,377
-0,103;0,218;0,027;-0,028;0,16;0,312;0,155
0,285;0,099;0,123;0,113;0,145;0,215;0,004
-0,149;0,035;0,176;-0,127;-0,052;0,853;0,21
0,263;0,176;0,294;-0,03;-0,006;-1,146;-1,481
0,367;0,316;0,476;-0,341;-0,64;-1,368;-1,172
0,047;0,259;0,058;-0,001;-0,061;0,394;0,475
-0,59;-0,169;-0,099;0,153;0,422;0,57;0,746
0,27;-0,024;-0,395;-0,68;-0,705;-1,329;-0,629
-0,207;-0,075;-0,362;-0,072;-0,184;-0,897;-0,726
0,087;-0,044;0,29;0,118;-0,202;0,004;0,303
0,19;0,328;0,249;0,226;0,1;-0,322;-0,022
0,111;-0,156;-0,567;-0,532;-0,801;-0,674;-0,834
-0,02;0,042;0,13;0,162;-0,098;0,868;0,865
-0,026;-0,184;0,071;0,19;0,138;0,556;0,684
0,24;0,241;0,121;0,154;0,175;-0,555;0,377
0,068;-0,021;0,126;0,032;-0,159;-0,737;-0,687
-0,157;-0,009;0,276;0,129;-0,042;0,984;0,75
0,222;-0,003;-0,373;-0,28;-0,505;-0,882;-0,058
0,182;0,307;0,467;0,042;0,02;-0,391;0,66
-0,254;-0,003;0,476;1,106;1,058;2,87;3,311
0,175;0,37;0,49;1,098;1,313;2,142;2,753
-0,071;-0,181;-0,019;-0,395;-0,743;-1,834;-1,658
-0,02;0,003;0,015;-0,106;-0,138;-0,042;-0,089
-0,376;-0,121;0,375;0,048;-0,496;1,469;0,81
0,08;-0,04;-0,258;-0,261;-0,459;-0,637;-1,052
-0,011;-0,247;-0,357;-0,479;-0,456;-0,657;-1,239
0,078;0,116;-0,095;-0,386;-0,388;-1,025;-1,271
-0,421;-0,229;0,123;0,301;-0,185;1,066;0,534
0,032;0,003;0,4;0,018;0,028;0,828;0,722
0,26;0,22;0,254;-0,094;-0,261;-1,585;-2,035
-0,234;-0,143;0,292;-0,014;-0,527;0,683;0,161
-0,407;0,109;0,605;0,121;-0,242;0,806;0,156
-0,212;0,014;0,096;-0,144;-0,349;0,314;0,262
0,114;0,316;-0,007;-0,094;-0,264;-0,811;0,387
0,082;0,257;0,183;0,172;-0,02;0,068;0,752
-0,031;0,153;0,584;0,458;0,162;0,388;0,667
0,223;0,51;0,746;0,153;0,154;-0,326;-0,402
-0,308;0,144;0,235;0,021;-0,454;0,548;0,123
-0,065;0,283;0,205;0,302;0,162;0,224;-0,352
-0,677;-0,12;0,615;0,257;-0,211;1,724;1,172
-0,07;-0,118;0,122;0,422;-0,159;0,821;0,355
-0,222;-0,004;0,232;-0,196;-0,843;1,565;3,635
0,031;0,399;0,91;0,793;0,599;1,313;1,05
-0,692;-0,159;0,389;-0,58;-0,943;0,898;0,564
0,017;-0,057;0,079;-0,241;-0,389;0,304;-0,366
-1,027;-0,241;0,239;-0,662;-1,459;1,44;0,301
-0,241;0,087;0,047;-0,017;-0,081;0,239;0,254
-0,495;0,008;-0,309;-0,464;-0,063;0,665;0,491
0,189;0,254;-0,031;-0,3;-0,623;-1,005;-1,326
-0,485;0,087;0,149;0,325;-0,18;0,504;0,442
-0,043;0,3;-0,204;-0,414;-0,468;-0,498;-0,532
-0,105;0,07;0,041;0,062;-0,151;0,556;0,313
-0,094;0,25;-0,036;-0,182;-0,517;0,212;-0,077
0,28;0,16;0,145;-0,045;-0,495;-1,589;-1,034
0,145;0,093;0,265;0,099;-0,047;-0,523;-0,608
